Rec,Voltage,Tot. Diff. Cap.
,[V],[mAh/V]
64862,0.1868,
64863,0.1867,
64864,0.187,
64865,0.1867,
64866,0.1868,
64867,0.187,
64868,0.187,
64869,0.1872,
64870,0.187,
64871,0.1872,
64872,0.1872,
64873,0.1872,
64874,0.1873,
64875,0.1872,
64876,0.1873,
64877,0.1873,
64878,0.1873,
64879,0.1875,
64880,0.1875,
64881,0.1875,
64882,0.1876,
64883,0.1876,
64884,0.1876,
64885,0.1876,
64886,0.1876,
64887,0.1878,
64888,0.1879,
64889,0.1879,
64890,0.1879,
64891,0.1884,
64892,0.1881,
64893,0.1882,
64894,0.1881,
64895,0.1882,
64896,0.1882,
64897,0.1887,
64898,0.1885,
64899,0.1887,
64900,0.1885,
64901,0.1887,
64902,0.1887,
64903,0.189,1.16018
64904,0.1888,
64905,0.189,
64906,0.189,
64907,0.1891,
64908,0.1891,
64909,0.189,
64910,0.189,
64911,0.189,
64912,0.1893,
64913,0.1894,
64914,0.1894,
64915,0.1893,
64916,0.1897,
64917,0.1896,
64918,0.1896,
64919,0.1896,
64920,0.1897,
64921,0.1896,
64922,0.1897,
64923,0.1899,
64924,0.1901,
64925,0.1901,
64926,0.1901,
64927,0.1901,
64928,0.1902,
64929,0.1901,
64930,0.1902,
64931,0.1902,
64932,0.1902,
64933,0.1905,
64934,0.1904,
64935,0.1907,
64936,0.1905,
64937,0.1904,
64938,0.1907,
64939,0.1907,
64940,0.1907,
64941,0.1908,
64942,0.191,
64943,0.191,
64944,0.1911,
64945,0.191,
64946,0.1911,
64947,0.1913,
64948,0.1911,
64949,0.1913,
64950,0.1913,
64951,0.1913,
64952,0.1914,
64953,0.1913,
64954,0.1914,
64955,0.1914,
64956,0.1916,
64957,0.1914,
64958,0.1917,
64959,0.1917,
64960,0.1917,
64961,0.192,
64962,0.1917,
64963,0.1919,
64964,0.192,
64965,0.1919,
64966,0.1922,
64967,0.1923,
64968,0.1922,
64969,0.1923,
64970,0.1923,
64971,0.1925,
64972,0.1926,
64973,0.1926,
64974,0.1928,
64975,0.193,
64976,0.1928,
64977,0.193,
64978,0.193,
64979,0.193,
64980,0.1931,
64981,0.1931,
64982,0.1934,
64983,0.1933,
64984,0.1934,
64985,0.1933,
64986,0.1934,
64987,0.1934,
64988,0.1934,
64989,0.1937,
64990,0.1937,
64991,0.1937,
64992,0.1939,
64993,0.1939,
64994,0.1939,
64995,0.194,1.03629
64996,0.1939,
64997,0.1939,
64998,0.194,
64999,0.1943,
65000,0.1943,
65001,0.1942,
65002,0.1945,
65003,0.1945,
65004,0.1945,
65005,0.1943,
65006,0.1946,
65007,0.1946,
65008,0.1946,
65009,0.1946,
65010,0.1946,
65011,0.1949,
65012,0.1948,
65013,0.1948,
65014,0.1949,
65015,0.1951,
65016,0.1949,
65017,0.1951,
65018,0.1951,
65019,0.1952,
65020,0.1954,
65021,0.1954,
65022,0.1957,
65023,0.1954,
65024,0.1954,
65025,0.1957,
65026,0.196,
65027,0.1957,
65028,0.1958,
65029,0.1958,
65030,0.1958,
65031,0.1962,
65032,0.1962,
65033,0.1962,
65034,0.196,
65035,0.1963,
65036,0.1963,
65037,0.1965,
65038,0.1966,
65039,0.1965,
65040,0.1965,
65041,0.1968,
65042,0.1969,
65043,0.1968,
65044,0.1969,
65045,0.1971,
65046,0.1971,
65047,0.1971,
65048,0.1971,
65049,0.1971,
65050,0.1972,
65051,0.1972,
65052,0.1972,
65053,0.1974,
65054,0.1974,
65055,0.1972,
65056,0.1974,
65057,0.1975,
65058,0.1975,
65059,0.1975,
65060,0.1977,
65061,0.1977,
65062,0.1977,
65063,0.1977,
65064,0.198,
65065,0.198,
65066,0.198,
65067,0.198,
65068,0.198,
65069,0.1983,
65070,0.1984,
65071,0.1983,
65072,0.1986,
65073,0.1983,
65074,0.1986,
65075,0.1986,
65076,0.1987,
65077,0.1986,
65078,0.1987,
65079,0.1987,
65080,0.1987,
65081,0.1989,
65082,0.1987,
65083,0.1991,0.99123
65084,0.1992,
65085,0.1991,
65086,0.1992,
65087,0.1994,
65088,0.1994,
65089,0.1994,
65090,0.1997,
65091,0.1998,
65092,0.1997,
65093,0.1998,
65094,0.1997,
65095,0.2,
65096,0.1998,
65097,0.1998,
65098,0.2,
65099,0.2,
65100,0.2001,
65101,0.2,
65102,0.2001,
65103,0.2001,
65104,0.2004,
65105,0.2004,
65106,0.2004,
65107,0.2004,
65108,0.2004,
65109,0.2004,
65110,0.2006,
65111,0.2009,
65112,0.2007,
65113,0.2006,
65114,0.2009,
65115,0.2009,
65116,0.2009,
65117,0.2007,
65118,0.201,
65119,0.201,
65120,0.201,
65121,0.2013,
65122,0.2012,
65123,0.2012,
65124,0.2012,
65125,0.2012,
65126,0.2015,
65127,0.2015,
65128,0.2015,
65129,0.2015,
65130,0.2015,
65131,0.2016,
65132,0.202,
65133,0.2018,
65134,0.202,
65135,0.2018,
65136,0.2018,
65137,0.202,
65138,0.2021,
65139,0.2023,
65140,0.2023,
65141,0.2021,
65142,0.2023,
65143,0.2023,
65144,0.2021,
65145,0.2026,
65146,0.2026,
65147,0.2024,
65148,0.2027,
65149,0.2029,
65150,0.2027,
65151,0.2029,
65152,0.2029,
65153,0.2029,
65154,0.203,
65155,0.203,
65156,0.2032,
65157,0.2035,
65158,0.2032,
65159,0.2035,
65160,0.2035,
65161,0.2036,
65162,0.2036,
65163,0.2035,
65164,0.2036,
65165,0.2039,
65166,0.2035,
65167,0.2038,
65168,0.2038,
65169,0.2041,0.96871
65170,0.2039,
65171,0.2039,
65172,0.2042,
65173,0.2041,
65174,0.2042,
65175,0.2044,
65176,0.2045,
65177,0.2044,
65178,0.2042,
65179,0.2044,
65180,0.2044,
65181,0.2047,
65182,0.2047,
65183,0.2047,
65184,0.2049,
65185,0.2049,
65186,0.205,
65187,0.2049,
65188,0.2049,
65189,0.2052,
65190,0.2052,
65191,0.2052,
65192,0.2052,
65193,0.2053,
65194,0.2055,
65195,0.2055,
65196,0.2056,
65197,0.2056,
65198,0.2058,
65199,0.2056,
65200,0.2056,
65201,0.2058,
65202,0.2058,
65203,0.2059,
65204,0.2059,
65205,0.2059,
65206,0.2059,
65207,0.2061,
65208,0.2062,
65209,0.2062,
65210,0.2065,
65211,0.2062,
65212,0.2065,
65213,0.2067,
65214,0.2068,
65215,0.2068,
65216,0.2067,
65217,0.207,
65218,0.207,
65219,0.207,
65220,0.207,
65221,0.2071,
65222,0.2071,
65223,0.207,
65224,0.2073,
65225,0.2073,
65226,0.2073,
65227,0.2074,
65228,0.2074,
65229,0.2076,
65230,0.2074,
65231,0.2078,
65232,0.2078,
65233,0.2078,
65234,0.2079,
65235,0.2079,
65236,0.2081,
65237,0.2082,
65238,0.2082,
65239,0.2085,
65240,0.2084,
65241,0.2085,
65242,0.2085,
65243,0.2087,
65244,0.2085,
65245,0.2087,
65246,0.2087,
65247,0.2087,
65248,0.209,
65249,0.209,
65250,0.209,
65251,0.2093,0.89647
65252,0.2091,
65253,0.2091,
65254,0.2091,
65255,0.2093,
65256,0.2093,
65257,0.2097,
65258,0.2096,
65259,0.2094,
65260,0.2094,
65261,0.2096,
65262,0.2097,
65263,0.2097,
65264,0.21,
65265,0.2102,
65266,0.2099,
65267,0.2102,
65268,0.21,
65269,0.2103,
65270,0.2103,
65271,0.2105,
65272,0.2107,
65273,0.2105,
65274,0.2107,
65275,0.2107,
65276,0.2108,
65277,0.2108,
65278,0.2107,
65279,0.211,
65280,0.2114,
65281,0.2111,
65282,0.2114,
65283,0.2116,
65284,0.2113,
65285,0.2114,
65286,0.2116,
65287,0.2117,
65288,0.2116,
65289,0.2119,
65290,0.2119,
65291,0.2117,
65292,0.212,
65293,0.2122,
65294,0.212,
65295,0.2123,
65296,0.2123,
65297,0.2123,
65298,0.2123,
65299,0.2125,
65300,0.2123,
65301,0.2125,
65302,0.2126,
65303,0.2126,
65304,0.2126,
65305,0.2128,
65306,0.2129,
65307,0.2129,
65308,0.2131,
65309,0.2129,
65310,0.2132,
65311,0.2131,
65312,0.2136,
65313,0.2134,
65314,0.2134,
65315,0.2136,
65316,0.2136,
65317,0.214,
65318,0.214,
65319,0.2142,
65320,0.214,
65321,0.2143,0.78847
65322,0.2143,
65323,0.2145,
65324,0.2145,
65325,0.2145,
65326,0.2146,
65327,0.2146,
65328,0.2148,
65329,0.2149,
65330,0.2149,
65331,0.2149,
65332,0.2149,
65333,0.2151,
65334,0.2149,
65335,0.2152,
65336,0.2154,
65337,0.2155,
65338,0.2152,
65339,0.2155,
65340,0.2155,
65341,0.2157,
65342,0.2157,
65343,0.2157,
65344,0.2158,
65345,0.2158,
65346,0.216,
65347,0.2161,
65348,0.216,
65349,0.2164,
65350,0.2164,
65351,0.2163,
65352,0.2166,
65353,0.2163,
65354,0.2168,
65355,0.2166,
65356,0.2169,
65357,0.2169,
65358,0.2172,
65359,0.2169,
65360,0.2169,
65361,0.2171,
65362,0.2172,
65363,0.2175,
65364,0.2175,
65365,0.2175,
65366,0.2177,
65367,0.2177,
65368,0.2175,
65369,0.218,
65370,0.2178,
65371,0.218,
65372,0.2181,
65373,0.218,
65374,0.2181,
65375,0.2183,
65376,0.2181,
65377,0.2184,
65378,0.2184,
65379,0.2186,
65380,0.2186,
65381,0.2187,
65382,0.219,
65383,0.2189,
65384,0.219,
65385,0.2192,
65386,0.2192,
65387,0.2192,
65388,0.2192,
65389,0.219,
65390,0.2193,0.77721
65391,0.2193,
65392,0.2197,
65393,0.2197,
65394,0.2198,
65395,0.2198,
65396,0.2198,
65397,0.22,
65398,0.2198,
65399,0.22,
65400,0.2201,
65401,0.22,
65402,0.2201,
65403,0.2204,
65404,0.2204,
65405,0.2204,
65406,0.2209,
65407,0.2206,
65408,0.221,
65409,0.2207,
65410,0.2207,
65411,0.2207,
65412,0.2212,
65413,0.221,
65414,0.2213,
65415,0.2212,
65416,0.2215,
65417,0.2216,
65418,0.2215,
65419,0.2215,
65420,0.2216,
65421,0.2216,
65422,0.2215,
65423,0.2218,
65424,0.2218,
65425,0.2219,
65426,0.2219,
65427,0.2222,
65428,0.2222,
65429,0.2222,
65430,0.2222,
65431,0.2221,
65432,0.2226,
65433,0.2224,
65434,0.2227,
65435,0.2226,
65436,0.2229,
65437,0.2226,
65438,0.2227,
65439,0.2229,
65440,0.2229,
65441,0.223,
65442,0.2229,
65443,0.223,
65444,0.2233,
65445,0.2232,
65446,0.2233,
65447,0.2233,
65448,0.2233,
65449,0.2233,
65450,0.2235,
65451,0.2238,
65452,0.2233,
65453,0.2238,
65454,0.2238,
65455,0.2238,
65456,0.2236,
65457,0.2238,
65458,0.2238,
65459,0.2239,
65460,0.2241,
65461,0.2241,
65462,0.2242,
65463,0.2241,
65464,0.2242,
65465,0.2241,
65466,0.2242,
65467,0.2244,0.86733
65468,0.2245,
65469,0.2244,
65470,0.2245,
65471,0.2245,
65472,0.2245,
65473,0.2247,
65474,0.2244,
65475,0.2251,
65476,0.2248,
65477,0.2251,
65478,0.225,
65479,0.225,
65480,0.225,
65481,0.2251,
65482,0.2251,
65483,0.2253,
65484,0.2251,
65485,0.2253,
65486,0.2251,
65487,0.2253,
65488,0.2253,
65489,0.2255,
65490,0.2253,
65491,0.2253,
65492,0.2255,
65493,0.2255,
65494,0.2255,
65495,0.2256,
65496,0.2256,
65497,0.2255,
65498,0.2258,
65499,0.2258,
65500,0.2258,
65501,0.2259,
65502,0.2256,
65503,0.2261,
65504,0.2258,
65505,0.2259,
65506,0.2259,
65507,0.2259,
65508,0.2261,
65509,0.2259,
65510,0.2262,
65511,0.2261,
65512,0.2261,
65513,0.2261,
65514,0.2264,
65515,0.2261,
65516,0.2262,
65517,0.2262,
65518,0.2262,
65519,0.2261,
65520,0.2261,
65521,0.2259,
65522,0.2264,
65523,0.2264,
65524,0.2264,
65525,0.2265,
65526,0.2267,
65527,0.2267,
65528,0.2264,
65529,0.2267,
65530,0.2264,
65531,0.2262,
65532,0.2265,
65533,0.2267,
65534,0.2265,
65535,0.2267,
65536,0.2267,
65537,0.2265,
65538,0.2267,
65539,0.2265,
65540,0.2265,
65541,0.2268,
65542,0.2268,
65543,0.2268,
65544,0.2267,
65545,0.2268,
65546,0.2268,
65547,0.2268,
65548,0.2268,
65549,0.2268,
65550,0.2268,
65551,0.2268,
65552,0.2268,
65553,0.2268,
65554,0.227,
65555,0.227,
65556,0.227,
65557,0.2268,
65558,0.2268,
65559,0.2273,
65560,0.227,
65561,0.227,
65562,0.2271,
65563,0.2271,
65564,0.227,
65565,0.227,
65566,0.2271,
65567,0.227,
65568,0.227,
65569,0.2271,
65570,0.2273,
65571,0.2273,
65572,0.2271,
65573,0.2271,
65574,0.2274,
65575,0.2273,
65576,0.2274,
65577,0.227,
65578,0.2274,
65579,0.2271,
65580,0.2273,
65581,0.2273,
65582,0.2273,
65583,0.2273,
65584,0.2274,
65585,0.2273,
65586,0.2276,
65587,0.2273,
65588,0.2276,
65589,0.2276,
65590,0.2274,
65591,0.2274,
65592,0.2274,
65593,0.2274,
65594,0.2274,
65595,0.2274,
65596,0.2274,
65597,0.2276,
65598,0.2274,
65599,0.2274,
65600,0.2276,
65601,0.2274,
65602,0.2274,
65603,0.2276,
65604,0.2276,
65605,0.2276,
65606,0.2276,
65607,0.2274,
65608,0.2277,
65609,0.2274,
65610,0.2279,
65611,0.2276,
65612,0.2276,
65613,0.2274,
65614,0.2276,
65615,0.2276,
65616,0.2277,
65617,0.2274,
65618,0.2277,
65619,0.2277,
65620,0.2277,
65621,0.2276,
65622,0.2277,
65623,0.2277,
65624,0.2277,
65625,0.2276,
65626,0.228,
65627,0.2279,
65628,0.2277,
65629,0.2276,
65630,0.2279,
65631,0.2279,
65632,0.2279,
65633,0.2279,
65634,0.2277,
65635,0.2277,
65636,0.228,
65637,0.228,
65638,0.2279,
65639,0.2279,
65640,0.228,
65641,0.228,
65642,0.228,
65643,0.2284,
65644,0.2282,
65645,0.2282,
65646,0.228,
65647,0.2282,
65648,0.2284,
65649,0.228,
65650,0.228,
65651,0.2279,
65652,0.228,
65653,0.2284,
65654,0.228,
65655,0.2284,
65656,0.228,
65657,0.2282,
65658,0.2282,
65659,0.2284,
65660,0.2284,
65661,0.228,
65662,0.2282,
65663,0.2282,
65664,0.2285,
65665,0.2284,
65666,0.2285,
65667,0.2285,
65668,0.2284,
65669,0.2282,
65670,0.2285,
65671,0.2285,
65672,0.2284,
65673,0.2285,
65674,0.2284,
65675,0.2284,
65676,0.2284,
65677,0.2284,
65678,0.2282,
65679,0.2284,
65680,0.2284,
65681,0.2285,
65682,0.2284,
65683,0.2287,
65684,0.2284,
65685,0.2285,
65686,0.2285,
65687,0.2285,
65688,0.2285,
65689,0.2287,
65690,0.2284,
65691,0.2287,
65692,0.2285,
65693,0.2288,
65694,0.2288,
65695,0.2285,
65696,0.2287,
65697,0.2287,
65698,0.2287,
65699,0.2287,
65700,0.2288,
65701,0.2288,
65702,0.2288,
65703,0.2288,
65704,0.2288,
65705,0.229,
65706,0.229,
65707,0.229,
65708,0.2287,
65709,0.229,
65710,0.2288,
65711,0.2291,
65712,0.2291,
65713,0.229,
65714,0.229,
65715,0.2288,
65716,0.229,
65717,0.2291,
65718,0.2291,
65719,0.2288,
65720,0.229,
65721,0.2293,
65722,0.229,
65723,0.229,
65724,0.2293,
65725,0.2293,
65726,0.2291,
65727,0.2291,
65728,0.2291,
65729,0.229,
65730,0.229,
65731,0.2291,
65732,0.2291,
65733,0.229,
65734,0.2293,
65735,0.2291,
65736,0.2293,
65737,0.2291,
65738,0.2291,
65739,0.2291,
65740,0.2293,
65741,0.229,
65742,0.2291,
65743,0.2291,
65744,0.2291,
65745,0.2293,
65746,0.2291,
65747,0.2293,
65748,0.2291,
65749,0.2293,
65750,0.2293,
65751,0.2293,
65752,0.2293,
65753,0.2293,
65754,0.2293,
65755,0.2294,3.24403
65756,0.2293,
65757,0.2293,
65758,0.229,
65759,0.2293,
65760,0.2293,
65761,0.2291,
65762,0.2293,
65763,0.2294,
65764,0.2294,
65765,0.2293,
65766,0.2291,
65767,0.2294,
65768,0.2294,
65769,0.2294,
65770,0.2294,
65771,0.2296,
65772,0.2294,
65773,0.2296,
65774,0.2297,
65775,0.2296,
65776,0.2294,
65777,0.2296,
65778,0.2293,
65779,0.2296,
65780,0.2294,
65781,0.2296,
65782,0.2294,
65783,0.2296,
65784,0.2294,
65785,0.2296,
65786,0.2296,
65787,0.2296,
65788,0.2296,
65789,0.2294,
65790,0.2297,
65791,0.2296,
65792,0.2297,
65793,0.2297,
65794,0.2294,
65795,0.2296,
65796,0.2297,
65797,0.2296,
65798,0.2296,
65799,0.2296,
65800,0.2297,
65801,0.2299,
65802,0.2297,
65803,0.2294,
65804,0.2296,
65805,0.2297,
65806,0.2296,
65807,0.2297,
65808,0.2297,
65809,0.2297,
65810,0.2297,
65811,0.2297,
65812,0.2297,
65813,0.2296,
65814,0.2297,
65815,0.2297,
65816,0.2297,
65817,0.2297,
65818,0.2299,
65819,0.2297,
65820,0.2299,
65821,0.2299,
65822,0.2299,
65823,0.2296,
65824,0.2297,
65825,0.2299,
65826,0.2299,
65827,0.23,
65828,0.2296,
65829,0.2299,
65830,0.2297,
65831,0.2299,
65832,0.2299,
65833,0.2299,
65834,0.2297,
65835,0.2297,
65836,0.2297,
65837,0.2299,
65838,0.2297,
65839,0.2299,
65840,0.23,
65841,0.2297,
65842,0.23,
65843,0.2299,
65844,0.2299,
65845,0.2299,
65846,0.2299,
65847,0.2299,
65848,0.2299,
65849,0.2299,
65850,0.23,
65851,0.2297,
65852,0.2302,
65853,0.23,
65854,0.23,
65855,0.23,
65856,0.23,
65857,0.23,
65858,0.23,
65859,0.23,
65860,0.23,
65861,0.23,
65862,0.2302,
65863,0.2302,
65864,0.23,
65865,0.2299,
65866,0.23,
65867,0.23,
65868,0.23,
65869,0.23,
65870,0.2302,
65871,0.23,
65872,0.23,
65873,0.23,
65874,0.23,
65875,0.23,
65876,0.2302,
65877,0.2302,
65878,0.23,
65879,0.23,
65880,0.2302,
65881,0.2302,
65882,0.2302,
65883,0.23,
65884,0.23,
65885,0.2303,
65886,0.2302,
65887,0.2303,
65888,0.2302,
65889,0.2303,
65890,0.2302,
65891,0.2302,
65892,0.23,
65893,0.2302,
65894,0.2303,
65895,0.2302,
65896,0.2303,
65897,0.2303,
65898,0.2303,
65899,0.2303,
65900,0.2302,
65901,0.2302,
65902,0.2303,
65903,0.2302,
65904,0.2302,
65905,0.2302,
65906,0.2303,
65907,0.2302,
65908,0.2302,
65909,0.2303,
65910,0.2302,
65911,0.2305,
65912,0.2303,
65913,0.2303,
65914,0.2303,
65915,0.2303,
65916,0.2305,
65917,0.2305,
65918,0.2303,
65919,0.2303,
65920,0.2303,
65921,0.23,
65922,0.2302,
65923,0.2303,
65924,0.2303,
65925,0.2306,
65926,0.2302,
65927,0.2305,
65928,0.2303,
65929,0.2303,
65930,0.2305,
65931,0.2303,
65932,0.2305,
65933,0.2305,
65934,0.2306,
65935,0.2302,
65936,0.2303,
65937,0.2303,
65938,0.2305,
65939,0.2305,
65940,0.2305,
65941,0.2305,
65942,0.2306,
65943,0.2305,
65944,0.2305,
65945,0.2306,
65946,0.2306,
65947,0.2305,
65948,0.2303,
65949,0.2306,
65950,0.2306,
65951,0.2303,
65952,0.2303,
65953,0.2306,
65954,0.2305,
65955,0.2305,
65956,0.2306,
65957,0.2306,
65958,0.2306,
65959,0.2305,
65960,0.2303,
65961,0.2306,
65962,0.2305,
65963,0.2305,
65964,0.2308,
65965,0.2305,
65966,0.2303,
65967,0.2306,
65968,0.2305,
65969,0.2306,
65970,0.2306,
65971,0.2306,
65972,0.2306,
65973,0.2306,
65974,0.2306,
65975,0.2306,
65976,0.2305,
65977,0.2306,
65978,0.2306,
65979,0.2305,
65980,0.2308,
65981,0.2305,
65982,0.2305,
65983,0.2305,
65984,0.2306,
65985,0.2306,
65986,0.2308,
65987,0.2306,
65988,0.2308,
65989,0.2308,
65990,0.2308,
65991,0.2306,
65992,0.2306,
65993,0.2306,
65994,0.2306,
65995,0.2309,
65996,0.2308,
65997,0.2309,
65998,0.2308,
65999,0.2308,
66000,0.2306,
66001,0.2309,
66002,0.2306,
66003,0.2306,
66004,0.2306,
66005,0.2308,
66006,0.2308,
66007,0.2308,
66008,0.2309,
66009,0.2308,
66010,0.2309,
66011,0.2308,
66012,0.2308,
66013,0.2308,
66014,0.2308,
66015,0.2309,
66016,0.2308,
66017,0.2308,
66018,0.2309,
66019,0.2308,
66020,0.2308,
66021,0.2306,
66022,0.2308,
66023,0.2309,
66024,0.2308,
66025,0.2309,
66026,0.2309,
66027,0.2308,
66028,0.2308,
66029,0.2309,
66030,0.2309,
66031,0.2309,
66032,0.2309,
66033,0.2311,
66034,0.2308,
66035,0.2309,
66036,0.2309,
66037,0.2309,
66038,0.2309,
66039,0.2309,
66040,0.2308,
66041,0.2309,
66042,0.2309,
66043,0.2308,
66044,0.2311,
66045,0.2309,
66046,0.2309,
66047,0.2309,
66048,0.2311,
66049,0.2308,
66050,0.2308,
66051,0.2309,
66052,0.2311,
66053,0.2311,
66054,0.2311,
66055,0.2311,
66056,0.2313,
66057,0.2311,
66058,0.2311,
66059,0.2311,
66060,0.2311,
66061,0.2311,
66062,0.2313,
66063,0.2311,
66064,0.2311,
66065,0.2311,
66066,0.2313,
66067,0.2311,
66068,0.2311,
66069,0.2311,
66070,0.2311,
66071,0.2309,
66072,0.2311,
66073,0.2309,
66074,0.2313,
66075,0.2311,
66076,0.2311,
66077,0.2313,
66078,0.2313,
66079,0.2309,
66080,0.2311,
66081,0.2311,
66082,0.2311,
66083,0.2314,
66084,0.2311,
66085,0.2313,
66086,0.2313,
66087,0.2313,
66088,0.2313,
66089,0.2313,
66090,0.2314,
66091,0.2313,
66092,0.2313,
66093,0.2313,
66094,0.2313,
66095,0.2313,
66096,0.2313,
66097,0.2313,
66098,0.2314,
66099,0.2313,
66100,0.2314,
66101,0.2314,
66102,0.2314,
66103,0.2314,
66104,0.2313,
66105,0.2314,
66106,0.2313,
66107,0.2314,
66108,0.2313,
66109,0.2313,
66110,0.2313,
66111,0.2314,
66112,0.2314,
66113,0.2314,
66114,0.2314,
66115,0.2316,
66116,0.2316,
66117,0.2314,
66118,0.2316,
66119,0.2314,
66120,0.2314,
66121,0.2316,
66122,0.2314,
66123,0.2314,
66124,0.2314,
66125,0.2314,
66126,0.2316,
66127,0.2316,
66128,0.2314,
66129,0.2314,
66130,0.2314,
66131,0.2316,
66132,0.2316,
66133,0.2316,
66134,0.2316,
66135,0.2314,
66136,0.2316,
66137,0.2316,
66138,0.2317,
66139,0.2316,
66140,0.2314,
66141,0.2314,
66142,0.2316,
66143,0.2314,
66144,0.2316,
66145,0.2317,
66146,0.2316,
66147,0.2317,
66148,0.2317,
66149,0.2314,
66150,0.2317,
66151,0.2317,
66152,0.2317,
66153,0.2317,
66154,0.2316,
66155,0.2317,
66156,0.232,
66157,0.2317,
66158,0.2319,
66159,0.232,
66160,0.2319,
66161,0.2317,
66162,0.2317,
66163,0.2322,
66164,0.2319,
66165,0.2319,
66166,0.2319,
66167,0.232,
66168,0.2319,
66169,0.2319,
66170,0.2319,
66171,0.2319,
66172,0.2322,
66173,0.2319,
66174,0.2319,
66175,0.232,
66176,0.2316,
66177,0.2319,
66178,0.2319,
66179,0.2319,
66180,0.2322,
66181,0.232,
66182,0.232,
66183,0.2322,
66184,0.232,
66185,0.232,
66186,0.2322,
66187,0.232,
66188,0.2319,
66189,0.2322,
66190,0.2319,
66191,0.232,
66192,0.2319,
66193,0.232,
66194,0.2322,
66195,0.2322,
66196,0.2322,
66197,0.232,
66198,0.2319,
66199,0.232,
66200,0.2322,
66201,0.2322,
66202,0.2323,
66203,0.2322,
66204,0.2322,
66205,0.232,
66206,0.2323,
66207,0.2323,
66208,0.2322,
66209,0.2323,
66210,0.2323,
66211,0.2322,
66212,0.2323,
66213,0.2323,
66214,0.2323,
66215,0.2323,
66216,0.2322,
66217,0.2323,
66218,0.2323,
66219,0.2322,
66220,0.2322,
66221,0.2325,
66222,0.2323,
66223,0.2325,
66224,0.2323,
66225,0.2325,
66226,0.2323,
66227,0.2323,
66228,0.2323,
66229,0.2325,
66230,0.2323,
66231,0.2323,
66232,0.2325,
66233,0.2323,
66234,0.2325,
66235,0.2326,
66236,0.2325,
66237,0.2325,
66238,0.2325,
66239,0.2326,
66240,0.2325,
66241,0.2326,
66242,0.2325,
66243,0.2325,
66244,0.2325,
66245,0.2326,
66246,0.2326,
66247,0.2326,
66248,0.2326,
66249,0.2328,
66250,0.2326,
66251,0.2326,
66252,0.2325,
66253,0.2326,
66254,0.2326,
66255,0.2328,
66256,0.2326,
66257,0.2328,
66258,0.2326,
66259,0.2328,
66260,0.2328,
66261,0.2328,
66262,0.2328,
66263,0.2329,
66264,0.2326,
66265,0.2329,
66266,0.2326,
66267,0.2329,
66268,0.2328,
66269,0.2328,
66270,0.2328,
66271,0.2328,
66272,0.2328,
66273,0.2329,
66274,0.2329,
66275,0.2329,
66276,0.2328,
66277,0.2328,
66278,0.2329,
66279,0.2329,
66280,0.2328,
66281,0.2329,
66282,0.2329,
66283,0.2331,
66284,0.2329,
66285,0.2329,
66286,0.2329,
66287,0.2329,
66288,0.2329,
66289,0.2329,
66290,0.2331,
66291,0.2331,
66292,0.2329,
66293,0.2329,
66294,0.2332,
66295,0.2332,
66296,0.2331,
66297,0.2329,
66298,0.2332,
66299,0.2332,
66300,0.2331,
66301,0.2329,
66302,0.2331,
66303,0.2332,
66304,0.2332,
66305,0.2329,
66306,0.2331,
66307,0.2331,
66308,0.2334,
66309,0.2332,
66310,0.2332,
66311,0.2331,
66312,0.2332,
66313,0.2332,
66314,0.2334,
66315,0.2334,
66316,0.2334,
66317,0.2334,
66318,0.2332,
66319,0.2334,
66320,0.2334,
66321,0.2334,
66322,0.2334,
66323,0.2334,
66324,0.2334,
66325,0.2334,
66326,0.2335,
66327,0.2334,
66328,0.2335,
66329,0.2337,
66330,0.2337,
66331,0.2335,
66332,0.2335,
66333,0.2335,
66334,0.2334,
66335,0.2337,
66336,0.2337,
66337,0.2335,
66338,0.2337,
66339,0.2335,
66340,0.2335,
66341,0.2337,
66342,0.2337,
66343,0.2335,
66344,0.2335,
66345,0.2335,
66346,0.2335,
66347,0.2337,
66348,0.2337,
66349,0.2337,
66350,0.234,
66351,0.2338,
66352,0.234,
66353,0.2337,
66354,0.2337,
66355,0.234,
66356,0.2338,
66357,0.2338,
66358,0.2338,
66359,0.234,
66360,0.2338,
66361,0.2341,
66362,0.234,
66363,0.234,
66364,0.2341,
66365,0.234,
66366,0.234,
66367,0.2341,
66368,0.2341,
66369,0.2343,
66370,0.2341,
66371,0.2341,
66372,0.2341,
66373,0.234,
66374,0.2343,
66375,0.2341,
66376,0.2343,
66377,0.2341,
66378,0.2343,
66379,0.2341,
66380,0.2341,
66381,0.2343,
66382,0.2345,7.06251
66383,0.2343,
66384,0.2343,
66385,0.2343,
66386,0.2343,
66387,0.2345,
66388,0.2348,
66389,0.2343,
66390,0.2346,
66391,0.2346,
66392,0.2345,
66393,0.2345,
66394,0.2345,
66395,0.2345,
66396,0.2348,
66397,0.2346,
66398,0.2348,
66399,0.2348,
66400,0.2346,
66401,0.2346,
66402,0.2345,
66403,0.2345,
66404,0.2346,
66405,0.2348,
66406,0.2346,
66407,0.2346,
66408,0.2349,
66409,0.2349,
66410,0.2348,
66411,0.2349,
66412,0.2349,
66413,0.2349,
66414,0.2351,
66415,0.2349,
66416,0.2346,
66417,0.2349,
66418,0.2349,
66419,0.2349,
66420,0.2351,
66421,0.2351,
66422,0.2354,
66423,0.2351,
66424,0.2351,
66425,0.2349,
66426,0.2351,
