Rec,Voltage,Tot. Diff. Cap.
,[V],[mAh/V]
48459,0.0678,
48460,0.0678,
48461,0.068,
48462,0.068,
48463,0.0681,
48464,0.068,
48465,0.068,
48466,0.068,
48467,0.068,
48468,0.0678,
48469,0.068,
48470,0.0678,
48471,0.0678,
48472,0.068,
48473,0.0678,
48474,0.0678,
48475,0.068,
48476,0.068,
48477,0.0678,
48478,0.0678,
48479,0.0678,
48480,0.068,
48481,0.0678,
48482,0.0678,
48483,0.0678,
48484,0.068,
48485,0.0678,
48486,0.068,
48487,0.068,
48488,0.068,
48489,0.0677,
48490,0.0678,
48491,0.0677,
48492,0.0678,
48493,0.0677,
48494,0.0678,
48495,0.068,
48496,0.0678,
48497,0.0678,
48498,0.068,
48499,0.068,
48500,0.0677,
48501,0.0677,
48502,0.068,
48503,0.0678,
48504,0.0678,
48505,0.0681,
48506,0.0678,
48507,0.0678,
48508,0.0678,
48509,0.0677,
48510,0.0677,
48511,0.0678,
48512,0.0678,
48513,0.0677,
48514,0.0678,
48515,0.0677,
48516,0.0678,
48517,0.0678,
48518,0.0678,
48519,0.0678,
48520,0.0677,
48521,0.0678,
48522,0.0677,
48523,0.0677,
48524,0.0678,
48525,0.0678,
48526,0.068,
48527,0.0678,
48528,0.0677,
48529,0.0678,
48530,0.0678,
48531,0.0677,
48532,0.0677,
48533,0.0678,
48534,0.0678,
48535,0.0677,
48536,0.0677,
48537,0.0678,
48538,0.0677,
48539,0.0678,
48540,0.0678,
48541,0.0678,
48542,0.0678,
48543,0.0677,
48544,0.0677,
48545,0.0675,
48546,0.0677,
48547,0.0678,
48548,0.0678,
48549,0.0677,
48550,0.0677,
48551,0.0677,
48552,0.0677,
48553,0.0678,
48554,0.0677,
48555,0.0677,
48556,0.0678,
48557,0.0677,
48558,0.0675,
48559,0.0678,
48560,0.0678,
48561,0.0677,
48562,0.0677,
48563,0.0677,
48564,0.0677,
48565,0.0677,
48566,0.0678,
48567,0.0677,
48568,0.0677,
48569,0.0677,
48570,0.0677,
48571,0.0678,
48572,0.0675,
48573,0.0677,
48574,0.0677,
48575,0.0678,
48576,0.0677,
48577,0.0678,
48578,0.0677,
48579,0.0677,
48580,0.0677,
48581,0.0675,
48582,0.0675,
48583,0.0677,
48584,0.0677,
48585,0.0675,
48586,0.0677,
48587,0.0677,
48588,0.0678,
48589,0.0677,
48590,0.0677,
48591,0.0675,
48592,0.0677,
48593,0.0677,
48594,0.0675,
48595,0.0677,
48596,0.0678,
48597,0.0674,
48598,0.0677,
48599,0.0677,
48600,0.0677,
48601,0.0674,
48602,0.0675,
48603,0.0677,
48604,0.0677,
48605,0.0675,
48606,0.0675,
48607,0.0677,
48608,0.0675,
48609,0.0677,
48610,0.0677,
48611,0.0678,
48612,0.0677,
48613,0.0677,
48614,0.0675,
48615,0.0677,
48616,0.0675,
48617,0.0677,
48618,0.0675,
48619,0.0677,
48620,0.0675,
48621,0.0677,
48622,0.0675,
48623,0.0675,
48624,0.0675,
48625,0.0675,
48626,0.0675,
48627,0.0675,
48628,0.0674,
48629,0.0675,
48630,0.0677,
48631,0.0675,
48632,0.0675,
48633,0.0675,
48634,0.0674,
48635,0.0677,
48636,0.0674,
48637,0.0675,
48638,0.0675,
48639,0.0675,
48640,0.0675,
48641,0.0675,
48642,0.0675,
48643,0.0675,
48644,0.0675,
48645,0.0675,
48646,0.0675,
48647,0.0674,
48648,0.0675,
48649,0.0675,
48650,0.0675,
48651,0.0675,
48652,0.0674,
48653,0.0675,
48654,0.0674,
48655,0.0674,
48656,0.0675,
48657,0.0675,
48658,0.0675,
48659,0.0674,
48660,0.0675,
48661,0.0674,
48662,0.0675,
48663,0.0675,
48664,0.0674,
48665,0.0674,
48666,0.0674,
48667,0.0674,
48668,0.0675,
48669,0.0675,
48670,0.0675,
48671,0.0675,
48672,0.0675,
48673,0.0672,
48674,0.0672,
48675,0.0674,
48676,0.0675,
48677,0.0674,
48678,0.0675,
48679,0.0675,
48680,0.0674,
48681,0.0675,
48682,0.0675,
48683,0.0674,
48684,0.0675,
48685,0.0674,
48686,0.0675,
48687,0.0674,
48688,0.0675,
48689,0.0675,
48690,0.0674,
48691,0.0674,
48692,0.0674,
48693,0.0675,
48694,0.0674,
48695,0.0674,
48696,0.0672,
48697,0.0674,
48698,0.0674,
48699,0.0675,
48700,0.0675,
48701,0.0674,
48702,0.0674,
48703,0.0674,
48704,0.0672,
48705,0.0674,
48706,0.0675,
48707,0.0674,
48708,0.0674,
48709,0.0674,
48710,0.0672,
48711,0.0672,
48712,0.0675,
48713,0.0675,
48714,0.0674,
48715,0.0674,
48716,0.0672,
48717,0.0674,
48718,0.0674,
48719,0.0672,
48720,0.0674,
48721,0.0674,
48722,0.0672,
48723,0.0674,
48724,0.0674,
48725,0.0672,
48726,0.0674,
48727,0.0672,
48728,0.0672,
48729,0.0672,
48730,0.0674,
48731,0.0674,
48732,0.0674,
48733,0.0674,
48734,0.0674,
48735,0.0675,
48736,0.0672,
48737,0.0674,
48738,0.0672,
48739,0.0672,
48740,0.0672,
48741,0.0674,
48742,0.0674,
48743,0.0672,
48744,0.0672,
48745,0.0672,
48746,0.0671,
48747,0.0674,
48748,0.0672,
48749,0.0674,
48750,0.0674,
48751,0.0672,
48752,0.0672,
48753,0.0674,
48754,0.0677,
48755,0.0672,
48756,0.0674,
48757,0.0674,
48758,0.0674,
48759,0.0672,
48760,0.0672,
48761,0.0672,
48762,0.0674,
48763,0.0672,
48764,0.0674,
48765,0.0674,
48766,0.0672,
48767,0.0674,
48768,0.0672,
48769,0.0672,
48770,0.0674,
48771,0.0672,
48772,0.0674,
48773,0.0672,
48774,0.0674,
48775,0.0672,
48776,0.0674,
48777,0.0672,
48778,0.0672,
48779,0.0672,
48780,0.0672,
48781,0.0672,
48782,0.0672,
48783,0.0674,
48784,0.0671,
48785,0.0671,
48786,0.0672,
48787,0.0671,
48788,0.0672,
48789,0.0672,
48790,0.0671,
48791,0.0674,
48792,0.0672,
48793,0.0672,
48794,0.0672,
48795,0.0672,
48796,0.0669,
48797,0.0674,
48798,0.0671,
48799,0.0672,
48800,0.0672,
48801,0.0671,
48802,0.0671,
48803,0.0671,
48804,0.0672,
48805,0.0672,
48806,0.0671,
48807,0.0672,
48808,0.0669,
48809,0.0672,
48810,0.0669,
48811,0.0672,
48812,0.0671,
48813,0.0671,
48814,0.0671,
48815,0.0674,
48816,0.0671,
48817,0.0671,
48818,0.0674,
48819,0.0671,
48820,0.0674,
48821,0.0672,
48822,0.0672,
48823,0.0672,
48824,0.0672,
48825,0.0671,
48826,0.0671,
48827,0.0672,
48828,0.0672,
48829,0.0671,
48830,0.0671,
48831,0.0669,
48832,0.0672,
48833,0.0671,
48834,0.0671,
48835,0.0671,
48836,0.0672,
48837,0.0671,
48838,0.0671,
48839,0.0671,
48840,0.0669,
48841,0.0672,
48842,0.0672,
48843,0.0672,
48844,0.0671,
48845,0.0669,
48846,0.0669,
48847,0.0671,
48848,0.0671,
48849,0.0671,
48850,0.0671,
48851,0.0669,
48852,0.0669,
48853,0.0671,
48854,0.0671,
48855,0.0669,
48856,0.0669,
48857,0.0671,
48858,0.0669,
48859,0.0672,
48860,0.0671,
48861,0.0671,
48862,0.0666,
48863,0.0672,
48864,0.0671,
48865,0.0671,
48866,0.0671,
48867,0.0671,
48868,0.0668,
48869,0.0669,
48870,0.0671,
48871,0.0671,
48872,0.0669,
48873,0.0671,
48874,0.0669,
48875,0.0672,
48876,0.0669,
48877,0.0669,
48878,0.0669,
48879,0.0669,
48880,0.0668,
48881,0.0671,
48882,0.0669,
48883,0.0671,
48884,0.0669,
48885,0.0669,
48886,0.0669,
48887,0.0669,
48888,0.0669,
48889,0.0672,
48890,0.0669,
48891,0.0668,
48892,0.0671,
48893,0.0668,
48894,0.0669,
48895,0.0668,
48896,0.0668,
48897,0.0671,
48898,0.0671,
48899,0.0669,
48900,0.0671,
48901,0.0669,
48902,0.0669,
48903,0.0669,
48904,0.0671,
48905,0.0668,
48906,0.0669,
48907,0.0668,
48908,0.0671,
48909,0.0669,
48910,0.0671,
48911,0.0671,
48912,0.0671,
48913,0.0669,
48914,0.0669,
48915,0.0668,
48916,0.0669,
48917,0.0669,
48918,0.0672,
48919,0.0669,
48920,0.0668,
48921,0.0669,
48922,0.0671,
48923,0.0669,
48924,0.0668,
48925,0.0669,
48926,0.0668,
48927,0.0668,
48928,0.0668,
48929,0.0668,
48930,0.0668,
48931,0.0669,
48932,0.0666,
48933,0.0668,
48934,0.0668,
48935,0.0669,
48936,0.0666,
48937,0.0669,
48938,0.0666,
48939,0.0665,
48940,0.0666,
48941,0.0666,
48942,0.0671,
48943,0.0669,
48944,0.0669,
48945,0.0666,
48946,0.0668,
48947,0.0668,
48948,0.0665,
48949,0.0671,
48950,0.0669,
48951,0.0668,
48952,0.0668,
48953,0.0668,
48954,0.0669,
48955,0.0669,
48956,0.0666,
48957,0.0668,
48958,0.0666,
48959,0.0669,
48960,0.0666,
48961,0.0669,
48962,0.0666,
48963,0.0666,
48964,0.0668,
48965,0.0668,
48966,0.0666,
48967,0.0665,
48968,0.0666,
48969,0.0668,
48970,0.0666,
48971,0.0666,
48972,0.0666,
48973,0.0666,
48974,0.0666,
48975,0.0671,
48976,0.0668,
48977,0.0666,
48978,0.0666,
48979,0.0666,
48980,0.0666,
48981,0.0666,
48982,0.0669,
48983,0.0666,
48984,0.0668,
48985,0.0668,
48986,0.0666,
48987,0.0668,
48988,0.0666,
48989,0.0668,
48990,0.0666,
48991,0.0666,
48992,0.0665,
48993,0.0665,
48994,0.0666,
48995,0.0665,
48996,0.0663,
48997,0.0665,
48998,0.0666,
48999,0.0666,
49000,0.0666,
49001,0.0666,
49002,0.0665,
49003,0.0666,
49004,0.0665,
49005,0.0668,
49006,0.0666,
49007,0.0668,
49008,0.0665,
49009,0.0663,
49010,0.0668,
49011,0.0665,
49012,0.0666,
49013,0.0665,
49014,0.0666,
49015,0.0663,
49016,0.0665,
49017,0.0666,
49018,0.0665,
49019,0.0668,
49020,0.0666,
49021,0.0666,
49022,0.0666,
49023,0.0665,
49024,0.0666,
49025,0.0663,
49026,0.0668,
49027,0.0666,
49028,0.0665,
49029,0.0665,
49030,0.0666,
49031,0.0663,
49032,0.0665,
49033,0.0666,
49034,0.0665,
49035,0.0665,
49036,0.0665,
49037,0.0666,
49038,0.0665,
49039,0.0663,
49040,0.0666,
49041,0.0668,
49042,0.0661,
49043,0.0665,
49044,0.0663,
49045,0.0665,
49046,0.0665,
49047,0.0666,
49048,0.0665,
49049,0.0665,
49050,0.0665,
49051,0.0666,
49052,0.0666,
49053,0.0663,
49054,0.0665,
49055,0.0663,
49056,0.0663,
49057,0.0665,
49058,0.0665,
49059,0.0665,
49060,0.0665,
49061,0.0665,
49062,0.0665,
49063,0.0663,
49064,0.0668,
49065,0.0663,
49066,0.0663,
49067,0.0665,
49068,0.0665,
49069,0.0661,
49070,0.0665,
49071,0.0663,
49072,0.0665,
49073,0.0663,
49074,0.0661,
49075,0.0665,
49076,0.0663,
49077,0.0663,
49078,0.0661,
49079,0.0663,
49080,0.0665,
49081,0.0665,
49082,0.0663,
49083,0.0665,
49084,0.0665,
49085,0.0663,
49086,0.0665,
49087,0.0663,
49088,0.0663,
49089,0.0663,
49090,0.0663,
49091,0.0661,
49092,0.0663,
49093,0.0661,
49094,0.0663,
49095,0.0663,
49096,0.0661,
49097,0.0663,
49098,0.0665,
49099,0.0661,
49100,0.0665,
49101,0.0661,
49102,0.0663,
49103,0.0663,
49104,0.0661,
49105,0.066,
49106,0.0661,
49107,0.0661,
49108,0.0661,
49109,0.0661,
49110,0.0663,
49111,0.066,
49112,0.0661,
49113,0.0661,
49114,0.0661,
49115,0.0663,
49116,0.0663,
49117,0.0663,
49118,0.0661,
49119,0.0661,
49120,0.0661,
49121,0.0661,
49122,0.0661,
49123,0.0661,
49124,0.0661,
49125,0.0661,
49126,0.0661,
49127,0.0663,
49128,0.0663,
49129,0.0663,
49130,0.0663,
49131,0.0661,
49132,0.0661,
49133,0.0665,
49134,0.0663,
49135,0.0663,
49136,0.066,
49137,0.0661,
49138,0.0663,
49139,0.0661,
49140,0.0661,
49141,0.066,
49142,0.0661,
49143,0.066,
49144,0.066,
49145,0.0658,
49146,0.0661,
49147,0.066,
49148,0.0663,
49149,0.0663,
49150,0.066,
49151,0.0663,
49152,0.0663,
49153,0.0661,
49154,0.0661,
49155,0.0663,
49156,0.0661,
49157,0.066,
49158,0.0661,
49159,0.0663,
49160,0.0661,
49161,0.066,
49162,0.0663,
49163,0.0661,
49164,0.0661,
49165,0.066,
49166,0.0661,
49167,0.0661,
49168,0.0661,
49169,0.066,
49170,0.066,
49171,0.0661,
49172,0.066,
49173,0.0661,
49174,0.0661,
49175,0.066,
49176,0.066,
49177,0.066,
49178,0.0661,
49179,0.0661,
49180,0.0661,
49181,0.066,
49182,0.066,
49183,0.0658,
49184,0.0661,
49185,0.066,
49186,0.066,
49187,0.066,
49188,0.066,
49189,0.066,
49190,0.066,
49191,0.066,
49192,0.066,
49193,0.0661,
49194,0.0658,
49195,0.066,
49196,0.0657,
49197,0.0658,
49198,0.0661,
49199,0.0658,
49200,0.0658,
49201,0.0658,
49202,0.0658,
49203,0.0661,
49204,0.066,
49205,0.0658,
49206,0.0658,
49207,0.0661,
49208,0.0658,
49209,0.0657,
49210,0.066,
49211,0.0658,
49212,0.066,
49213,0.0658,
49214,0.0658,
49215,0.066,
49216,0.066,
49217,0.0658,
49218,0.0658,
49219,0.0661,
49220,0.066,
49221,0.0657,
49222,0.066,
49223,0.0658,
49224,0.066,
49225,0.0658,
49226,0.066,
49227,0.0661,
49228,0.0658,
49229,0.0658,
49230,0.0658,
49231,0.0657,
49232,0.0657,
49233,0.0658,
49234,0.0658,
49235,0.0658,
49236,0.0658,
49237,0.066,
49238,0.0658,
49239,0.0658,
49240,0.066,
49241,0.0657,
49242,0.066,
49243,0.0657,
49244,0.0657,
49245,0.0658,
49246,0.0658,
49247,0.0658,
49248,0.0657,
49249,0.0658,
49250,0.0658,
49251,0.0658,
49252,0.0657,
49253,0.0658,
49254,0.0658,
49255,0.0657,
49256,0.0657,
49257,0.0658,
49258,0.0658,
49259,0.0657,
49260,0.0657,
49261,0.066,
49262,0.0657,
49263,0.0657,
49264,0.0657,
49265,0.0658,
49266,0.066,
49267,0.0658,
49268,0.0657,
49269,0.0658,
49270,0.0657,
49271,0.0657,
49272,0.0658,
49273,0.0657,
49274,0.0657,
49275,0.0655,
49276,0.0655,
49277,0.0657,
49278,0.0658,
49279,0.0657,
49280,0.0657,
49281,0.0658,
49282,0.0657,
49283,0.0658,
49284,0.0657,
49285,0.0655,
49286,0.0657,
49287,0.0655,
49288,0.0658,
49289,0.0658,
49290,0.0658,
49291,0.0655,
49292,0.0657,
49293,0.0655,
49294,0.0657,
49295,0.0657,
49296,0.0657,
49297,0.0657,
49298,0.0657,
49299,0.0657,
49300,0.0658,
49301,0.066,
49302,0.0657,
49303,0.0657,
49304,0.066,
49305,0.0657,
49306,0.0657,
49307,0.0657,
49308,0.0655,
49309,0.0657,
49310,0.0655,
49311,0.0657,
49312,0.0658,
49313,0.0657,
49314,0.0657,
49315,0.0655,
49316,0.0655,
49317,0.0655,
49318,0.0657,
49319,0.0657,
49320,0.0655,
49321,0.0657,
49322,0.0655,
49323,0.0655,
49324,0.0655,
49325,0.0655,
49326,0.0657,
49327,0.0655,
49328,0.0657,
49329,0.0658,
49330,0.0655,
49331,0.0657,
49332,0.0655,
49333,0.0655,
49334,0.0655,
49335,0.0655,
49336,0.0657,
49337,0.0654,
49338,0.0655,
49339,0.0655,
49340,0.0655,
49341,0.0654,
49342,0.0655,
49343,0.0654,
49344,0.0654,
49345,0.0655,
49346,0.0655,
49347,0.0654,
49348,0.0655,
49349,0.0654,
49350,0.0655,
49351,0.0657,
49352,0.0657,
49353,0.0652,
49354,0.0655,
49355,0.0655,
49356,0.0654,
49357,0.0654,
49358,0.0654,
49359,0.0655,
49360,0.0654,
49361,0.0655,
49362,0.0652,
49363,0.0655,
49364,0.0655,
49365,0.0655,
49366,0.0654,
49367,0.0655,
49368,0.0654,
49369,0.0655,
49370,0.0654,
49371,0.0655,
49372,0.0654,
49373,0.0655,
49374,0.0655,
49375,0.0654,
49376,0.0654,
49377,0.0654,
49378,0.0654,
49379,0.0655,
49380,0.0654,
49381,0.0654,
49382,0.0655,
49383,0.0654,
49384,0.0652,
49385,0.0654,
49386,0.0654,
49387,0.0652,
49388,0.0652,
49389,0.0654,
49390,0.0654,
49391,0.0652,
49392,0.0652,
49393,0.0654,
49394,0.0654,
49395,0.0655,
49396,0.0652,
49397,0.0652,
49398,0.0652,
49399,0.0652,
49400,0.0654,
49401,0.0652,
49402,0.0652,
49403,0.0657,
49404,0.0654,
49405,0.0654,
49406,0.0654,
49407,0.0654,
49408,0.0652,
49409,0.0652,
49410,0.0654,
49411,0.0654,
49412,0.0654,
49413,0.0652,
49414,0.0652,
49415,0.0654,
49416,0.0652,
49417,0.0654,
49418,0.0654,
49419,0.0654,
49420,0.0652,
49421,0.0652,
49422,0.0652,
49423,0.0652,
49424,0.0654,
49425,0.0651,
49426,0.0652,
49427,0.0652,
49428,0.0654,
49429,0.0652,
49430,0.0652,
49431,0.0652,
49432,0.0651,
49433,0.0652,
49434,0.0654,
49435,0.0652,
49436,0.0654,
49437,0.0654,
49438,0.0651,
49439,0.0652,
49440,0.0652,
49441,0.0652,
49442,0.0652,
49443,0.0652,
49444,0.0652,
49445,0.0652,
49446,0.0652,
49447,0.0654,
49448,0.0652,
49449,0.0652,
49450,0.0652,
49451,0.0652,
49452,0.0651,
49453,0.0651,
49454,0.0652,
49455,0.0652,
49456,0.0652,
49457,0.0652,
49458,0.0651,
49459,0.0652,
49460,0.0651,
49461,0.0652,
49462,0.0651,
49463,0.0652,
49464,0.0651,
49465,0.0651,
49466,0.0652,
49467,0.0652,
49468,0.0652,
49469,0.0651,
49470,0.0652,
49471,0.0651,
49472,0.0651,
49473,0.0651,
49474,0.0651,
49475,0.0651,
49476,0.0651,
49477,0.0651,
49478,0.0652,
49479,0.0651,
49480,0.0649,
49481,0.0652,
49482,0.0652,
49483,0.0651,
49484,0.0651,
49485,0.0651,
49486,0.0649,
49487,0.0649,
49488,0.0651,
49489,0.0649,
49490,0.0652,
49491,0.0651,
49492,0.0649,
49493,0.0651,
49494,0.0651,
49495,0.0652,
49496,0.0649,
49497,0.0649,
49498,0.0651,
49499,0.0649,
49500,0.0649,
49501,0.0648,
49502,0.0649,
49503,0.0651,
49504,0.0652,
49505,0.0649,
49506,0.0648,
49507,0.0649,
49508,0.0652,
49509,0.0649,
49510,0.0651,
49511,0.0649,
49512,0.0649,
49513,0.0651,
49514,0.0649,
49515,0.0651,
49516,0.0649,
49517,0.0651,
49518,0.0648,
49519,0.0649,
49520,0.0649,
49521,0.0649,
49522,0.0651,
49523,0.0649,
49524,0.0649,
49525,0.0649,
49526,0.0649,
49527,0.0649,
49528,0.0648,
49529,0.0649,
49530,0.0648,
49531,0.0648,
49532,0.0649,
49533,0.0648,
49534,0.0649,
49535,0.0649,
49536,0.0649,
49537,0.0649,
49538,0.0646,
49539,0.0648,
49540,0.0648,
49541,0.0648,
49542,0.0648,
49543,0.0648,
49544,0.0649,
49545,0.0648,
49546,0.0646,
49547,0.0648,
49548,0.0649,
49549,0.0648,
49550,0.0649,
49551,0.0651,
49552,0.0648,
49553,0.0649,
49554,0.0649,
49555,0.0646,
49556,0.0649,
49557,0.0646,
49558,0.0648,
49559,0.0648,
49560,0.0648,
49561,0.0649,
49562,0.0649,
49563,0.0646,
49564,0.0649,
49565,0.0646,
49566,0.0648,
49567,0.0649,
49568,0.0649,
49569,0.0646,
49570,0.0649,
49571,0.0648,
49572,0.0648,
49573,0.0648,
49574,0.0648,
49575,0.0649,
49576,0.0648,
49577,0.0648,
49578,0.0646,
49579,0.0646,
49580,0.0646,
49581,0.0645,
49582,0.0646,
49583,0.0648,
49584,0.0646,
49585,0.0646,
49586,0.0646,
49587,0.0646,
49588,0.0648,
49589,0.0648,
49590,0.0648,
49591,0.0646,
49592,0.0646,
49593,0.0648,
49594,0.0648,
49595,0.0646,
49596,0.0646,
49597,0.0645,
49598,0.0643,
49599,0.0648,
49600,0.0646,
49601,0.0648,
49602,0.0648,
49603,0.0646,
49604,0.0645,
49605,0.0646,
49606,0.0645,
49607,0.0645,
49608,0.0646,
49609,0.0648,
49610,0.0646,
49611,0.0645,
49612,0.0646,
49613,0.0646,
49614,0.0646,
49615,0.0646,
49616,0.0646,
49617,0.0645,
49618,0.0646,
49619,0.0646,
49620,0.0645,
49621,0.0646,
49622,0.0648,
49623,0.0645,
49624,0.0645,
49625,0.0646,
49626,0.0645,
49627,0.0646,
49628,0.0646,
49629,0.0646,
49630,0.0646,
49631,0.0645,
49632,0.0643,
49633,0.0646,
49634,0.0646,
49635,0.0646,
49636,0.0645,
49637,0.0645,
49638,0.0646,
49639,0.0645,
49640,0.0645,
49641,0.0646,
49642,0.0645,
49643,0.0645,
49644,0.0645,
49645,0.0643,
49646,0.0646,
49647,0.0645,
49648,0.0645,
49649,0.0643,
49650,0.0643,
49651,0.0645,
49652,0.0645,
49653,0.0643,
49654,0.0645,
49655,0.0645,
49656,0.0645,
49657,0.0643,
49658,0.0645,
49659,0.0643,
49660,0.0643,
49661,0.0646,
49662,0.0645,
49663,0.0645,
49664,0.0645,
49665,0.0645,
49666,0.0643,
49667,0.0643,
49668,0.0643,
49669,0.0645,
49670,0.0645,
49671,0.0643,
49672,0.0643,
49673,0.0645,
49674,0.0643,
49675,0.0643,
49676,0.0645,
49677,0.0643,
49678,0.0643,
49679,0.0643,
49680,0.0643,
49681,0.0643,
49682,0.0643,
49683,0.0643,
49684,0.0643,
49685,0.0643,
49686,0.0645,
49687,0.0645,
49688,0.0643,
49689,0.0643,
49690,0.0645,
49691,0.0642,
49692,0.0643,
49693,0.0642,
49694,0.0642,
49695,0.0642,
49696,0.0645,
49697,0.064,
49698,0.0643,
49699,0.0643,
49700,0.0643,
49701,0.0642,
49702,0.0643,
49703,0.0643,
49704,0.0642,
49705,0.0642,
49706,0.0642,
49707,0.0643,
49708,0.0642,
49709,0.0639,
49710,0.0642,
49711,0.0642,
49712,0.0642,
49713,0.064,
49714,0.064,
49715,0.064,
49716,0.0643,
49717,0.0642,
49718,0.0642,
49719,0.0642,
49720,0.0642,
49721,0.064,
49722,0.0642,
49723,0.0642,
49724,0.064,
49725,0.0642,
49726,0.0642,
49727,0.0642,
49728,0.0643,
49729,0.0642,
49730,0.0642,
49731,0.064,
49732,0.064,
49733,0.0642,
49734,0.064,
49735,0.064,
49736,0.0642,
49737,0.0642,
49738,0.0642,
49739,0.0642,
49740,0.064,
49741,0.0642,
49742,0.064,
49743,0.0642,
49744,0.0642,
49745,0.064,
49746,0.0642,
49747,0.064,
49748,0.064,
49749,0.064,
49750,0.0642,
49751,0.0642,
49752,0.064,
49753,0.0639,
49754,0.064,
49755,0.0642,
49756,0.0639,
49757,0.0642,
49758,0.0642,
49759,0.0642,
49760,0.064,
49761,0.0642,
49762,0.064,
49763,0.064,
49764,0.064,
49765,0.0642,
49766,0.0639,
49767,0.064,
49768,0.0639,
49769,0.064,
49770,0.064,
49771,0.0639,
49772,0.0639,
49773,0.0639,
49774,0.064,
49775,0.0639,
49776,0.064,
49777,0.0639,
49778,0.0639,
49779,0.064,
49780,0.0639,
49781,0.0642,
49782,0.0639,
49783,0.064,
49784,0.064,
49785,0.0639,
49786,0.0639,
49787,0.0637,-22.0999
49788,0.0639,
49789,0.0639,
49790,0.0639,
49791,0.0639,
49792,0.0639,
49793,0.064,
49794,0.0637,
49795,0.064,
49796,0.0639,
49797,0.0639,
49798,0.0639,
49799,0.0639,
49800,0.0639,
49801,0.064,
49802,0.064,
49803,0.0639,
49804,0.0637,
49805,0.0639,
49806,0.0637,
49807,0.064,
49808,0.0637,
49809,0.0639,
49810,0.0639,
49811,0.0636,
49812,0.0639,
49813,0.0637,
49814,0.0637,
49815,0.0637,
49816,0.0639,
49817,0.0639,
49818,0.0639,
49819,0.0637,
49820,0.0639,
49821,0.0639,
49822,0.0639,
49823,0.0636,
49824,0.0637,
49825,0.0637,
49826,0.0637,
49827,0.0639,
49828,0.0636,
49829,0.0636,
49830,0.0636,
49831,0.0636,
49832,0.0634,
49833,0.0637,
49834,0.0636,
49835,0.0636,
49836,0.0637,
49837,0.0636,
49838,0.0636,
49839,0.0636,
49840,0.0637,
49841,0.0636,
49842,0.0636,
49843,0.0636,
49844,0.0636,
49845,0.0637,
49846,0.0636,
49847,0.0636,
49848,0.0637,
49849,0.0636,
49850,0.0636,
49851,0.0636,
49852,0.0637,
49853,0.0636,
49854,0.0637,
49855,0.0636,
49856,0.0639,
49857,0.0636,
49858,0.0636,
49859,0.0636,
49860,0.0636,
49861,0.0632,
49862,0.0636,
49863,0.0637,
49864,0.0636,
49865,0.0636,
49866,0.0637,
49867,0.0636,
49868,0.0634,
49869,0.0634,
49870,0.0634,
49871,0.0634,
49872,0.0632,
49873,0.0634,
49874,0.0634,
49875,0.0634,
49876,0.0634,
49877,0.0634,
49878,0.0634,
49879,0.0632,
49880,0.0637,
49881,0.0632,
49882,0.0634,
49883,0.0637,
49884,0.0637,
49885,0.0631,
49886,0.0634,
49887,0.0634,
49888,0.0632,
49889,0.0631,
49890,0.0636,
49891,0.0629,
49892,0.0634,
49893,0.0631,
49894,0.0636,
49895,0.0634,
49896,0.0634,
49897,0.0634,
49898,0.0634,
49899,0.0632,
49900,0.0632,
49901,0.0631,
49902,0.0631,
49903,0.0632,
49904,0.0631,
49905,0.0634,
49906,0.0632,
49907,0.0631,
49908,0.0632,
49909,0.0632,
49910,0.0631,
49911,0.0632,
49912,0.0631,
49913,0.0631,
49914,0.0631,
49915,0.0631,
49916,0.0631,
49917,0.0632,
49918,0.0632,
49919,0.0631,
49920,0.0634,
49921,0.0631,
49922,0.0632,
49923,0.0632,
49924,0.0632,
49925,0.0631,
49926,0.0631,
49927,0.0631,
49928,0.0631,
49929,0.0632,
49930,0.0631,
49931,0.0632,
49932,0.0631,
49933,0.0631,
49934,0.0631,
49935,0.0632,
49936,0.0631,
49937,0.0631,
49938,0.0629,
49939,0.0631,
49940,0.0631,
49941,0.0629,
49942,0.0629,
49943,0.0629,
49944,0.0631,
49945,0.0629,
49946,0.0629,
49947,0.0631,
49948,0.0629,
49949,0.0629,
49950,0.0628,
49951,0.0631,
49952,0.0629,
49953,0.0629,
49954,0.0631,
49955,0.0629,
49956,0.0631,
49957,0.0629,
49958,0.0632,
49959,0.0629,
49960,0.0629,
49961,0.0629,
49962,0.0632,
49963,0.0629,
49964,0.0629,
49965,0.0628,
49966,0.0629,
49967,0.0629,
49968,0.0628,
49969,0.0631,
49970,0.0629,
49971,0.0628,
49972,0.0628,
49973,0.0629,
49974,0.0629,
49975,0.0628,
49976,0.0629,
49977,0.0628,
49978,0.0629,
49979,0.0629,
49980,0.0629,
49981,0.0628,
49982,0.0628,
49983,0.0629,
49984,0.0628,
49985,0.0628,
49986,0.0628,
49987,0.0628,
49988,0.0628,
49989,0.0628,
49990,0.0629,
49991,0.0628,
49992,0.0626,
49993,0.0628,
49994,0.0628,
49995,0.0628,
49996,0.0628,
49997,0.0626,
49998,0.0628,
49999,0.0626,
50000,0.0629,
50001,0.0626,
50002,0.0625,
50003,0.0628,
50004,0.0628,
50005,0.0626,
50006,0.0626,
50007,0.0626,
50008,0.0628,
50009,0.0626,
50010,0.0626,
50011,0.0628,
50012,0.0626,
50013,0.0628,
50014,0.0626,
50015,0.0626,
50016,0.0628,
50017,0.0628,
50018,0.0628,
50019,0.0626,
50020,0.0626,
